MS SubClass,Lot Frontage,Lot Area,HouseStyle_MedianPrice,BldgType_MedianPrice,Neighborhood_MedianPrice,Combo_PriceMean,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,BsmtFin SF 1,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,TotRms AbvGrd,Fireplaces,Garage Cars,Garage Area,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Mo Sold,Yr Sold,SalePrice,hasPool,FireplaceQu_Ex,FireplaceQu_Fa,FireplaceQu_Gd,FireplaceQu_None,FireplaceQu_Po,FireplaceQu_TA,Paved_Street,Fence_Quality,MasVnr_Quality,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,Garage_Age,GarageFinish_encoded,Garage_Cond,Garage_Qual,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,Has_Good_BsmtFin1,Has_Good_BsmtFin2,MSZoning_encoded,Has_Iregular_Lot_Shape,Land_Contour,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,LandSlope_Gtl,LandSlope_Mod,LandSlope_Sev,GoodCond1,BadCond1,RoofStyle_Gable,RoofStyle_Hip,RoofStyle_Other,RoofMatl_CompShg,RoofMatl_Other,Foundation_CBlock,Foundation_Other,Foundation_PConc,Central_Air,Kitchen_Qual,PavedDrive_Full,PavedDrive_Partial,Heating_QC,Heating_GasA,Exter_Qual,Exter_Cond,Exterior1st_Simp_BrkFace,Exterior1st_Simp_CemntBd,Exterior1st_Simp_HdBoard,Exterior1st_Simp_MetalSd,Exterior1st_Simp_Other,Exterior1st_Simp_Plywood,Exterior1st_Simp_VinylSd,Exterior1st_Simp_Wd Sdng,Exterior2nd_Simp_CmentBd,Exterior2nd_Simp_HdBoard,Exterior2nd_Simp_MetalSd,Exterior2nd_Simp_Other,Exterior2nd_Simp_Plywood,Exterior2nd_Simp_VinylSd,Exterior2nd_Simp_Wd Sdng,Exterior2nd_Simp_Wd Shng,Functional_Encoded,SaleType_Best,SaleType_Good,SaleType_Average,SaleType_Low,SaleCond_High,SaleCond_Typical,SaleCond_Low
75,60.0,9600,160950.0,165000.0,119900.0,144000.0,6,5,1917,1950,0.0,319.0,0.0,416.0,735.0,5,1134,924,0,2058,0.0,0.0,1,1,3,1,8,1,2.0,396.0,0,0,259,0,0,4,2008,129500,0,0,0,1,0,0,0,1,0,0,False,False,False,False,False,True,58.0,1,2,2,4,3,1.0,0,0,5.0,0,2,False,False,False,False,True,True,False,False,0,0,True,False,False,True,False,False,True,False,0,3,0,1,2,0,2,3,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,4,0,1,0,0,0,1,0
70,60.0,6000,189000.0,165000.0,119900.0,139950.0,5,9,1905,2005,0.0,0.0,0.0,572.0,572.0,5,884,656,0,1540,0.0,0.0,1,1,3,1,7,0,0.0,0.0,240,77,0,0,0,2,2008,129400,0,0,0,0,1,0,0,1,0,0,False,False,False,False,False,False,115.0,0,0,0,2,3,1.0,0,0,5.0,0,2,True,False,False,False,False,True,False,False,0,0,True,False,False,True,False,False,True,False,1,4,0,0,5,1,3,3,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,4,0,1,0,0,0,1,0
70,60.0,9600,189000.0,165000.0,119900.0,139950.0,7,9,1928,2005,0.0,141.0,0.0,548.0,689.0,5,689,689,0,1378,0.0,0.0,2,0,3,1,7,1,2.0,360.0,0,0,116,0,0,10,2008,161000,0,0,0,1,0,0,0,1,0,0,False,False,False,False,False,True,80.0,1,3,3,3,3,1.0,0,0,5.0,0,2,False,False,False,False,True,True,False,False,0,0,False,False,True,True,False,False,True,False,1,4,0,0,5,1,2,5,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,4,0,1,0,0,0,1,0
190,60.0,10800,129675.0,122250.0,119900.0,137450.0,6,7,1905,2000,0.0,0.0,0.0,482.0,482.0,5,1221,691,0,1912,0.0,0.0,2,0,3,2,7,1,2.0,672.0,0,25,212,0,0,4,2008,163000,0,0,0,0,0,0,1,1,0,0,False,False,False,False,False,True,5.0,1,3,4,2,3,1.0,0,0,5.0,0,2,False,False,False,False,True,True,False,False,0,0,True,False,False,True,False,False,True,False,0,3,1,0,5,1,2,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,4,0,1,0,0,0,1,0
75,35.0,6300,160950.0,165000.0,119900.0,144000.0,6,6,1914,2001,0.0,0.0,0.0,742.0,742.0,5,742,742,0,1484,0.0,0.0,2,0,3,1,9,1,0.0,0.0,0,291,134,0,0,6,2008,128000,0,0,0,1,0,0,0,1,0,0,False,False,False,False,False,False,115.0,0,0,0,3,3,1.0,0,0,5.0,0,2,False,False,False,False,True,True,False,False,0,0,True,False,False,True,False,True,False,False,1,3,1,0,5,1,2,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,4,0,1,0,0,0,1,0
70,50.0,5250,189000.0,165000.0,119900.0,139950.0,8,5,1872,1987,0.0,259.0,0.0,425.0,684.0,5,938,1215,205,2358,0.0,0.0,2,0,4,1,8,0,0.0,0.0,0,54,20,0,0,12,2008,122000,0,0,0,0,1,0,0,1,0,0,False,False,False,False,False,False,115.0,0,0,0,3,2,1.0,0,0,5.0,0,2,False,False,False,False,True,True,False,False,0,0,True,False,False,True,False,False,True,False,0,3,1,0,2,0,2,4,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,4,0,1,0,0,0,1,0
50,60.0,5700,129675.0,165000.0,119900.0,122250.0,7,7,1926,1950,0.0,0.0,0.0,572.0,572.0,5,572,539,0,1111,0.0,0.0,1,0,2,1,5,1,1.0,288.0,0,0,176,0,0,8,2008,116900,0,0,0,1,0,0,0,1,0,0,False,False,False,False,False,True,26.0,1,3,3,3,3,1.0,0,0,5.0,0,2,False,False,False,False,True,True,False,False,0,0,True,False,False,True,False,False,False,True,1,3,1,0,3,1,2,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,4,0,1,0,0,0,1,0
75,75.0,13500,160950.0,165000.0,119900.0,144000.0,10,9,1893,2000,0.0,0.0,0.0,1237.0,1237.0,5,1521,1254,0,2775,0.0,0.0,3,1,3,1,9,1,2.0,880.0,105,502,0,0,0,7,2008,325000,0,0,0,1,0,0,0,1,0,0,False,False,False,False,False,True,20.0,1,3,4,3,3,1.0,0,0,5.0,0,2,False,False,False,False,True,True,False,False,0,1,True,False,False,True,False,False,True,False,1,4,1,0,4,1,4,5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,4,0,1,0,0,0,1,0
70,60.0,11340,189000.0,165000.0,119900.0,139950.0,2,1,1920,1950,0.0,0.0,0.0,723.0,723.0,5,723,363,0,1086,0.0,0.0,1,0,2,1,5,0,2.0,400.0,0,24,144,0,0,11,2008,55000,0,0,0,0,1,0,0,1,0,0,False,False,False,False,False,True,88.0,1,1,2,2,2,1.0,0,0,5.0,0,2,False,False,False,False,True,True,False,False,0,0,True,False,False,True,False,False,True,False,0,3,0,0,3,1,1,2,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,3,0,0,1,0,0,1,0
70,60.0,10800,189000.0,165000.0,119900.0,139950.0,7,7,1890,1999,0.0,0.0,0.0,1313.0,1313.0,5,1313,1182,0,2495,0.0,0.0,2,0,5,1,10,1,2.0,342.0,0,299,0,0,0,12,2008,184000,0,0,0,1,0,0,0,1,0,0,False,False,False,False,False,True,58.0,1,2,3,3,3,2.0,0,0,5.0,0,2,False,False,False,False,True,True,False,False,0,0,True,False,False,True,False,False,True,False,1,3,1,0,4,0,2,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,4,0,1,0,0,0,1,0
20,65.0,9750,155000.0,165000.0,119900.0,105950.0,5,6,1959,1959,164.0,200.0,0.0,784.0,984.0,5,984,0,0,984,1.0,0.0,1,0,2,1,5,0,1.0,308.0,0,0,0,0,0,6,2008,110000,0,0,0,0,1,0,0,1,0,2,False,False,False,False,False,True,49.0,1,3,3,3,3,1.0,0,0,5.0,0,2,False,False,False,False,True,True,False,False,0,0,True,False,False,True,False,True,False,False,1,2,0,0,4,1,2,3,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,4,0,1,0,0,0,1,0
50,81.0,12150,129675.0,165000.0,119900.0,122250.0,5,5,1954,1954,335.0,0.0,0.0,1050.0,1050.0,3,1050,745,0,1795,0.0,0.0,2,0,4,1,7,0,1.0,352.0,0,0,0,0,0,11,2008,131500,0,0,0,0,1,0,0,1,0,2,False,True,False,False,False,False,54.0,1,3,2,3,3,1.0,0,0,5.0,0,2,False,False,False,False,True,True,False,False,0,0,True,False,False,True,False,False,True,False,0,3,1,0,5,1,2,3,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,4,0,1,0,0,0,1,0
20,70.0,12702,155000.0,165000.0,119900.0,105950.0,5,5,1956,1956,0.0,0.0,0.0,0.0,0.0,4,882,0,0,882,0.0,0.0,1,0,2,1,4,0,1.0,308.0,0,45,0,0,0,12,2008,97000,0,0,0,0,1,0,0,1,0,0,False,False,False,False,False,True,52.0,1,3,3,0,0,0.0,0,0,5.0,0,2,False,False,False,False,True,True,False,False,0,0,True,False,False,True,False,False,False,True,1,3,1,0,4,1,2,3,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,4,0,1,0,0,0,1,0
20,52.0,8516,155000.0,165000.0,119900.0,105950.0,4,6,1958,2006,0.0,0.0,0.0,869.0,869.0,5,1093,0,0,1093,0.0,0.0,1,0,2,1,5,0,1.0,308.0,0,0,0,0,0,5,2008,115500,0,0,0,0,1,0,0,1,0,0,False,False,False,False,False,True,49.0,1,3,3,3,3,1.0,0,0,5.0,0,2,False,False,False,False,True,True,False,False,0,0,True,False,False,True,False,True,False,False,1,3,1,0,3,1,2,3,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,4,0,1,0,0,0,1,0
30,55.0,7111,155000.0,165000.0,126750.0,89000.0,5,7,1928,1983,0.0,406.0,273.0,329.0,1008.0,5,1143,0,0,1143,0.0,0.0,1,0,2,1,5,1,1.0,288.0,265,0,0,0,0,7,2008,138000,0,0,0,0,0,1,0,1,4,0,False,False,False,False,False,True,16.0,1,3,3,3,3,1.0,0,0,,1,1,False,False,False,False,True,True,False,False,0,0,True,False,False,True,False,False,True,False,1,3,1,0,3,1,3,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,4,0,1,0,0,0,1,0
50,51.0,7425,129675.0,165000.0,126750.0,131875.0,7,7,1945,1950,0.0,0.0,0.0,672.0,672.0,5,1195,473,0,1668,0.0,0.0,1,1,3,1,8,0,1.0,252.0,210,0,0,0,0,8,2008,108000,0,0,0,0,1,0,0,1,0,0,False,True,False,False,False,False,63.0,1,3,3,3,2,1.0,0,0,5.0,1,1,True,False,False,False,False,True,False,False,0,0,True,False,False,True,False,True,False,False,1,4,1,0,4,1,2,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,4,0,1,0,0,0,0,1
40,50.0,9100,155000.0,165000.0,126750.0,89000.0,5,6,1930,1960,0.0,0.0,0.0,742.0,742.0,4,779,0,156,935,0.0,0.0,1,0,2,1,4,0,1.0,308.0,0,0,0,0,0,8,2008,79500,0,0,0,0,1,0,0,1,0,0,False,False,False,False,False,True,20.0,1,3,3,3,3,1.0,0,0,5.0,0,2,False,False,False,False,True,True,False,False,0,0,True,False,False,True,False,False,True,False,1,3,0,1,3,1,2,3,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,4,0,1,0,0,0,1,0
50,51.0,7010,129675.0,165000.0,126750.0,131875.0,5,5,1935,1950,0.0,175.0,0.0,849.0,1024.0,5,1144,594,0,1738,0.0,0.0,2,0,3,1,6,1,1.0,240.0,0,30,0,0,0,7,2008,153000,0,0,0,1,0,0,0,1,0,0,False,False,False,False,False,True,58.0,1,3,3,3,3,1.0,0,0,,0,2,False,False,False,False,True,True,False,False,0,0,True,False,False,True,False,False,True,False,1,3,0,1,3,1,2,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,4,0,1,0,0,0,1,0
45,50.0,6130,113000.0,165000.0,126750.0,113000.0,5,6,1924,1950,0.0,784.0,0.0,0.0,784.0,5,784,0,0,784,1.0,0.0,1,0,2,1,5,0,0.0,0.0,0,0,116,0,0,5,2008,109500,0,0,0,0,1,0,0,1,0,0,False,False,False,False,False,False,115.0,0,0,0,3,3,1.0,0,0,5.0,0,2,False,False,False,False,True,True,False,False,0,0,True,False,False,True,False,False,True,False,1,4,1,0,4,1,2,3,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,4,0,1,0,0,0,1,0
50,50.0,5000,129675.0,165000.0,126750.0,131875.0,5,7,1941,2006,0.0,600.0,0.0,72.0,672.0,5,832,378,0,1210,0.0,0.0,1,0,3,1,6,0,1.0,240.0,0,0,0,0,0,5,2008,124000,0,0,0,0,1,0,0,1,0,0,False,False,False,False,False,True,67.0,1,3,3,3,3,1.0,0,0,5.0,0,2,False,False,False,False,True,True,False,False,0,1,True,False,False,True,False,True,False,False,1,4,0,1,5,1,2,4,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,4,0,1,0,0,0,1,0
70,59.0,5870,189000.0,165000.0,126750.0,145537.5,6,9,1900,2000,0.0,0.0,0.0,554.0,554.0,5,736,554,0,1290,0.0,0.0,1,1,3,1,6,0,1.0,200.0,38,112,0,0,0,4,2008,106900,0,0,0,0,1,0,0,1,3,0,False,False,False,False,False,True,82.0,1,3,2,3,3,1.0,0,0,5.0,0,2,True,False,False,False,False,True,False,False,0,1,True,False,False,True,False,False,True,False,1,3,1,0,5,1,2,4,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,4,0,1,0,0,0,1,0
50,50.0,6000,129675.0,165000.0,126750.0,131875.0,6,7,1940,1989,0.0,521.0,0.0,460.0,981.0,5,1014,658,0,1672,0.0,0.0,1,1,3,1,6,1,1.0,240.0,0,11,0,0,0,7,2008,164900,0,0,0,1,0,0,0,1,4,0,False,False,False,False,False,True,68.0,1,3,3,3,3,1.0,0,0,5.0,0,2,False,False,False,False,True,True,False,False,0,0,True,False,False,True,False,True,False,False,1,4,1,0,5,1,2,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,4,0,1,0,0,0,1,0
30,50.0,6000,155000.0,165000.0,126750.0,89000.0,5,7,1924,2003,0.0,0.0,0.0,949.0,949.0,5,949,0,0,949,0.0,0.0,1,0,2,1,5,1,2.0,370.0,0,0,48,0,0,7,2008,119000,0,0,1,0,0,0,0,1,0,0,False,False,False,False,False,True,84.0,1,3,3,3,2,1.0,0,0,5.0,0,4,False,False,False,False,True,True,False,False,0,0,True,False,False,True,False,False,True,False,1,3,1,0,5,1,2,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,4,0,1,0,0,0,1,0
50,50.0,6000,129675.0,165000.0,126750.0,131875.0,6,7,1929,1950,0.0,0.0,0.0,862.0,862.0,5,950,208,0,1158,0.0,0.0,1,0,3,1,5,1,1.0,208.0,0,0,112,0,0,7,2008,120000,0,0,0,1,0,0,0,1,0,0,False,False,False,True,False,False,79.0,2,3,3,3,3,1.0,0,0,5.0,0,2,True,False,False,False,False,True,False,False,0,0,True,False,False,True,False,False,True,False,1,3,1,0,3,1,2,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,4,0,1,0,0,0,1,0
50,50.0,6000,129675.0,165000.0,126750.0,131875.0,6,7,1937,2000,0.0,201.0,162.0,462.0,825.0,5,825,672,0,1497,0.0,0.0,2,0,3,1,5,0,1.0,672.0,272,0,0,0,0,5,2008,157000,0,0,0,0,1,0,0,1,4,0,False,False,False,False,False,True,4.0,1,3,3,3,3,1.0,0,0,5.0,0,2,False,False,False,False,True,True,False,False,0,0,True,False,False,True,False,False,True,False,1,3,1,0,5,1,2,4,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,4,0,1,0,0,0,1,0
50,50.0,6000,129675.0,165000.0,126750.0,131875.0,6,5,1939,1950,0.0,264.0,0.0,475.0,739.0,5,874,468,0,1342,0.0,0.0,2,0,2,2,7,1,1.0,240.0,0,0,0,0,0,4,2008,105000,0,0,0,1,0,0,0,1,0,0,False,False,False,False,False,True,69.0,1,3,3,3,3,1.0,0,0,5.0,0,2,False,False,False,False,True,True,False,False,0,0,True,False,False,True,False,True,False,False,1,3,1,0,5,1,2,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,4,0,1,0,0,0,1,0
45,50.0,5000,113000.0,165000.0,126750.0,113000.0,6,7,1926,1950,0.0,0.0,0.0,992.0,992.0,5,1013,0,0,1013,0.0,0.0,1,0,3,1,6,0,1.0,160.0,0,0,101,0,0,4,2008,113000,0,0,0,0,1,0,0,1,0,0,False,False,False,False,False,True,82.0,1,3,2,3,3,1.0,0,0,5.0,0,1,False,False,False,False,True,False,True,False,0,0,True,False,False,True,False,False,True,False,1,3,1,0,5,1,2,3,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,4,0,1,0,0,0,1,0
50,60.0,5520,129675.0,165000.0,126750.0,131875.0,5,7,1920,1997,0.0,68.0,0.0,497.0,565.0,5,565,651,0,1216,1.0,0.0,1,0,3,1,6,1,1.0,355.0,0,0,180,0,0,4,2008,115000,0,0,0,1,0,0,0,1,3,0,False,False,False,True,False,False,88.0,2,3,2,3,3,1.0,0,0,5.0,1,2,False,False,True,False,False,True,False,False,0,1,True,False,False,True,False,False,True,False,1,3,1,0,3,1,2,4,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,4,0,1,0,0,0,1,0
20,99.0,5940,155000.0,165000.0,126750.0,89000.0,4,7,1946,1950,0.0,0.0,0.0,0.0,0.0,4,896,0,0,896,0.0,0.0,1,0,2,1,4,0,1.0,280.0,0,0,0,0,0,4,2008,79000,0,0,0,0,1,0,0,1,3,0,False,False,False,False,False,True,62.0,1,3,3,0,0,0.0,0,0,5.0,1,2,False,False,False,True,False,True,False,False,0,1,True,False,False,True,False,False,False,True,1,3,1,0,3,1,2,3,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,4,0,0,1,0,0,0,1
50,52.0,6240,129675.0,165000.0,126750.0,131875.0,4,7,1929,1950,0.0,80.0,0.0,624.0,704.0,5,624,512,0,1136,0.0,1.0,1,0,2,1,6,0,1.0,336.0,0,365,80,0,0,8,2008,123000,0,0,0,0,1,0,0,1,0,0,False,False,False,False,False,True,18.0,1,3,3,3,3,1.0,0,0,5.0,0,2,False,False,False,False,True,True,False,False,0,0,True,False,False,True,False,False,False,True,1,3,1,0,5,1,2,3,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,4,0,1,0,0,0,1,0
30,51.0,6120,155000.0,165000.0,126750.0,89000.0,5,6,1945,1995,0.0,0.0,0.0,0.0,0.0,5,808,0,0,808,0.0,0.0,1,0,1,1,6,0,1.0,164.0,0,48,0,0,0,6,2008,81300,0,0,0,0,1,0,0,1,0,0,False,True,False,False,False,False,83.0,1,3,3,0,0,0.0,0,0,5.0,0,2,False,False,False,False,True,True,False,False,0,0,True,False,False,True,False,True,False,False,0,3,0,1,4,1,2,4,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,3,0,1,0,0,0,1,0
50,52.0,6240,129675.0,165000.0,126750.0,131875.0,5,7,1930,1992,0.0,0.0,0.0,1078.0,1078.0,5,1128,445,0,1573,0.0,0.0,2,0,3,1,8,1,2.0,360.0,0,0,0,0,0,6,2008,162900,0,0,0,1,0,0,0,1,0,0,False,False,False,False,False,True,78.0,1,3,3,3,3,1.0,0,0,5.0,0,2,False,False,False,False,True,True,False,False,0,0,True,False,False,True,False,False,False,True,1,3,0,1,3,1,2,3,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,4,0,1,0,0,0,1,0
50,52.0,6240,129675.0,165000.0,126750.0,131875.0,7,5,1939,1950,0.0,300.0,240.0,449.0,989.0,5,1245,764,0,2009,0.0,0.0,2,0,4,1,7,1,2.0,400.0,0,20,0,0,0,1,2008,150000,0,0,0,1,0,0,0,1,3,0,False,False,False,False,False,True,69.0,1,3,3,3,3,2.0,0,0,5.0,0,2,False,False,False,False,True,True,False,False,0,0,True,False,False,True,False,False,True,False,1,3,1,0,3,1,2,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,3,0,1,0,0,0,1,0
70,51.0,6120,189000.0,165000.0,119900.0,139950.0,5,5,1923,1950,0.0,203.0,0.0,897.0,1100.0,5,1226,676,0,1902,0.0,0.0,2,0,4,1,7,0,2.0,576.0,0,139,55,0,0,10,2008,123500,0,0,0,0,1,0,0,1,0,0,False,False,False,False,False,True,48.0,1,3,3,3,3,1.0,0,0,5.0,0,2,False,False,False,False,True,True,False,False,0,1,False,False,True,True,False,False,True,False,1,3,1,0,3,1,2,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,4,0,1,0,0,0,1,0
50,51.0,6120,129675.0,165000.0,119900.0,122250.0,7,5,1931,1950,0.0,0.0,0.0,952.0,952.0,3,1022,752,0,1774,0.0,0.0,2,0,2,2,8,2,2.0,468.0,90,0,205,0,0,4,2008,129900,0,0,0,0,0,0,1,1,0,0,False,False,False,False,False,True,77.0,1,3,2,3,3,1.0,0,0,5.0,0,2,False,False,False,False,True,True,False,False,0,1,True,False,False,True,False,False,True,False,1,3,1,0,4,1,2,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3,0,1,0,0,0,0,1
70,60.0,6155,189000.0,165000.0,126750.0,145537.5,6,8,1920,1999,0.0,0.0,0.0,611.0,611.0,5,751,611,0,1362,0.0,0.0,2,0,3,1,6,0,2.0,502.0,0,0,84,0,0,6,2008,128000,0,0,0,0,1,0,0,1,0,0,False,False,False,False,False,True,88.0,3,2,3,2,2,2.0,0,0,5.0,1,2,False,False,False,True,False,True,False,False,1,0,True,False,False,True,False,False,True,False,1,3,1,0,5,1,2,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,4,0,1,0,0,0,1,0
30,60.0,6324,155000.0,165000.0,126750.0,89000.0,4,6,1927,1950,0.0,0.0,0.0,520.0,520.0,5,520,0,0,520,0.0,0.0,1,0,1,1,4,0,1.0,240.0,49,0,87,0,0,5,2008,68500,0,0,0,0,1,0,0,1,0,0,False,False,False,False,False,True,88.0,1,3,2,3,3,1.0,0,0,5.0,1,2,False,False,False,False,True,True,False,False,0,1,True,False,False,True,False,False,True,False,0,2,1,0,2,1,2,3,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,4,0,1,0,0,0,1,0
50,50.0,8635,129675.0,165000.0,126750.0,131875.0,5,5,1948,2001,0.0,336.0,41.0,295.0,672.0,5,1072,213,0,1285,1.0,0.0,1,0,2,1,6,0,1.0,240.0,0,0,0,0,0,1,2008,127000,0,0,0,0,1,0,0,1,3,0,False,False,False,False,False,True,60.0,1,3,3,3,3,1.0,0,1,5.0,0,2,False,False,False,False,True,True,False,False,0,0,True,False,False,True,False,True,False,False,1,3,1,0,3,1,2,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,3,0,1,0,0,0,1,0
50,64.0,13053,129675.0,165000.0,126750.0,131875.0,6,7,1923,2000,0.0,0.0,0.0,833.0,833.0,5,1053,795,0,1848,0.0,0.0,1,1,4,1,8,1,2.0,370.0,0,0,0,0,220,6,2008,207000,0,0,0,1,0,0,0,1,0,0,False,False,False,False,False,True,86.0,1,3,3,3,3,1.0,0,0,,0,1,False,False,False,False,True,True,False,False,0,0,False,False,True,True,False,False,True,False,1,4,0,0,4,1,2,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,4,0,1,0,0,0,1,0
50,60.0,9120,129675.0,165000.0,126750.0,131875.0,7,6,1925,1950,0.0,329.0,0.0,697.0,1026.0,5,1133,687,0,1820,1.0,0.0,2,0,4,1,8,0,1.0,240.0,0,100,0,0,0,6,2008,184000,0,0,0,0,1,0,0,1,4,0,False,False,False,False,False,True,83.0,1,3,3,3,3,1.0,0,0,,0,2,False,False,False,False,True,True,False,False,0,0,True,False,False,True,False,False,False,True,1,3,0,0,5,1,2,4,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,4,0,1,0,0,0,1,0
50,60.0,9144,129675.0,165000.0,126750.0,131875.0,6,4,1915,2004,0.0,0.0,0.0,810.0,810.0,5,1170,546,0,1716,0.0,0.0,2,0,4,1,8,0,2.0,672.0,0,195,0,0,0,3,2008,162500,0,0,0,0,1,0,0,1,0,0,False,False,False,False,False,True,38.0,1,3,3,3,3,1.0,0,0,,0,2,False,False,False,False,True,True,False,False,0,0,True,False,False,True,False,False,True,False,1,4,1,0,5,1,2,4,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,4,0,1,0,0,0,1,0
50,51.0,9144,129675.0,165000.0,126750.0,131875.0,5,5,1940,1982,0.0,399.0,0.0,484.0,883.0,5,988,517,0,1505,1.0,0.0,1,0,3,1,8,0,1.0,240.0,0,0,0,0,0,7,2008,145000,0,0,0,0,1,0,0,1,0,0,False,False,False,False,False,True,68.0,1,3,3,3,3,1.0,0,0,,0,2,False,False,False,False,True,True,False,False,0,0,True,False,False,True,False,True,False,False,1,3,0,0,4,1,2,3,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,4,0,1,0,0,0,1,0
30,55.0,10267,155000.0,165000.0,126750.0,89000.0,6,7,1918,2000,0.0,210.0,606.0,0.0,816.0,5,838,0,0,838,1.0,0.0,1,0,2,1,5,0,1.0,275.0,0,0,112,0,0,5,2008,130000,0,0,0,0,1,0,0,1,1,0,False,False,False,False,False,True,47.0,3,3,3,3,4,2.0,0,0,,0,2,False,False,False,False,True,True,False,False,0,0,True,False,False,True,False,False,True,False,1,2,0,0,5,1,2,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,4,0,1,0,0,0,1,0
60,57.0,8094,160950.0,122250.0,119900.0,127950.0,6,8,1910,1983,0.0,196.0,0.0,1046.0,1242.0,5,1242,742,0,1984,0.0,0.0,2,0,5,1,8,0,1.0,360.0,64,0,180,0,0,9,2008,160000,0,0,0,0,1,0,0,1,3,0,False,False,False,False,False,True,115.0,0,0,0,3,3,2.0,0,0,5.0,0,2,False,False,False,False,True,True,False,False,0,0,True,False,False,True,False,False,False,True,1,3,1,0,4,1,2,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,4,0,1,0,0,0,1,0
70,60.0,5100,189000.0,165000.0,119900.0,139950.0,8,7,1925,1996,0.0,0.0,0.0,588.0,588.0,5,833,833,0,1666,0.0,0.0,1,0,3,1,7,1,1.0,228.0,192,63,0,0,0,6,2008,161000,0,0,0,1,0,0,0,1,3,0,False,False,False,False,False,True,83.0,1,3,3,3,3,1.0,0,0,5.0,0,2,False,False,False,False,True,True,False,False,0,0,False,True,False,True,False,False,False,True,1,4,1,0,2,1,2,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,4,0,1,0,0,0,1,0
