MS SubClass,MS Zoning,Lot Frontage,Lot Area,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,BsmtFin SF 1,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Garage Cars,Garage Area,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,hasPool,FireplaceQu_Ex,FireplaceQu_Fa,FireplaceQu_Gd,FireplaceQu_None,FireplaceQu_Po,FireplaceQu_TA,Paved_Street,Fence_Quality,MasVnr_Quality,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,Garage_Age,GarageFinish_encoded,Garage_Cond,Garage_Qual,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,Has_Good_BsmtFin1,Has_Good_BsmtFin2
20,RL,65.0,8450,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,108.0,TA,TA,PConc,0.0,0.0,1349.0,1349.0,GasA,Ex,Y,5,1349,0,0,1349,0.0,0.0,2,0,3,1,TA,6,Typ,0,2.0,539.0,Y,120,55,0,0,0,12,2007,WD ,Normal,179000,0,0,0,0,1,0,0,1,4,2,False,True,False,False,False,False,7.0,1,3,3,4,3,1.0,0,0
20,RL,67.0,16196,IR3,Low,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,1443.0,0.0,39.0,1482.0,GasA,Ex,Y,5,1494,0,0,1494,1.0,0.0,2,0,3,1,Gd,5,Typ,1,2.0,514.0,Y,402,25,0,0,0,8,2007,WD ,Normal,215000,0,0,1,0,0,0,0,1,0,0,False,True,False,False,False,False,9.0,2,3,3,4,3,4.0,1,0
120,RL,50.0,8012,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1992,1992,Gable,CompShg,Plywood,ImStucc,0.0,Gd,TA,PConc,430.0,0.0,1145.0,1575.0,GasA,Gd,Y,5,1575,0,0,1575,1.0,0.0,2,0,2,1,Gd,5,Typ,0,2.0,529.0,Y,0,0,52,0,0,7,2007,WD ,Normal,179200,0,0,0,0,1,0,0,1,0,0,False,True,False,False,False,False,15.0,2,3,3,4,3,1.0,1,0
160,RL,50.0,8012,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,2Story,6,5,1980,1980,Gable,CompShg,Plywood,Plywood,0.0,TA,TA,CBlock,0.0,0.0,630.0,630.0,GasA,Ex,Y,5,630,636,0,1266,0.0,0.0,1,1,2,1,TA,5,Typ,2,1.0,283.0,Y,340,0,0,0,0,7,2007,WD ,Normal,128000,0,0,0,0,0,0,1,1,3,0,False,True,False,False,False,False,27.0,2,3,3,3,3,1.0,0,0
85,RL,67.0,9180,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,SFoyer,5,7,1983,1983,Gable,CompShg,HdBoard,HdBoard,0.0,TA,TA,CBlock,747.0,93.0,0.0,840.0,GasA,Gd,Y,5,884,0,0,884,1.0,0.0,1,0,2,1,Gd,5,Typ,0,2.0,504.0,Y,240,0,0,0,0,12,2007,WD ,Normal,144000,0,0,0,0,1,0,0,1,3,0,False,True,False,False,False,False,24.0,2,4,3,4,3,3.0,0,0
90,RH,60.0,8400,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,1Story,5,5,1977,1977,Gable,CompShg,Plywood,Plywood,320.0,TA,TA,Slab,0.0,0.0,0.0,0.0,GasA,TA,Y,5,2020,0,0,2020,0.0,0.0,2,0,4,2,TA,10,Typ,2,2.0,630.0,Y,0,0,0,0,0,10,2007,WD ,Normal,144000,0,0,0,0,0,0,1,1,0,2,False,False,False,False,False,True,30.0,1,3,3,0,0,0.0,0,0
20,RL,64.0,6285,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1977,1977,Gable,CompShg,Plywood,Plywood,0.0,TA,TA,CBlock,138.0,351.0,405.0,894.0,GasA,TA,Y,5,894,0,0,894,1.0,0.0,1,0,2,1,TA,5,Typ,0,1.0,308.0,Y,192,0,0,0,0,3,2007,WD ,Normal,120750,0,0,0,0,1,0,0,1,0,0,False,False,False,False,False,True,28.0,1,3,3,4,3,1.0,0,0
20,RL,80.0,8480,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1963,1963,Hip,CompShg,HdBoard,HdBoard,0.0,TA,TA,CBlock,630.0,0.0,340.0,970.0,GasA,TA,Y,5,970,0,0,970,1.0,0.0,1,0,2,1,TA,5,Typ,0,2.0,624.0,Y,0,24,0,0,192,7,2007,WD ,Normal,132500,0,0,0,0,1,0,0,1,0,0,False,False,False,False,False,True,11.0,1,3,3,3,3,1.0,1,0
20,RL,70.0,7420,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1962,1962,Hip,CompShg,MetalSd,MetalSd,0.0,TA,TA,CBlock,417.0,0.0,640.0,1057.0,GasA,TA,Y,5,1057,0,0,1057,0.0,0.0,1,0,3,1,TA,6,Typ,0,2.0,576.0,Y,0,0,0,0,0,4,2007,WD ,Normal,132000,0,0,0,0,1,0,0,1,0,0,False,False,False,False,False,True,30.0,3,3,3,3,3,1.0,0,0
20,RL,72.0,7758,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1962,2001,Gable,CompShg,HdBoard,Plywood,0.0,TA,Gd,CBlock,588.0,0.0,411.0,999.0,GasA,Gd,Y,5,999,0,0,999,1.0,0.0,1,0,3,1,Gd,6,Typ,0,1.0,264.0,Y,0,132,0,0,0,3,2007,WD ,Normal,132500,0,0,0,0,1,0,0,1,0,0,False,False,False,False,False,True,44.0,1,3,3,3,3,1.0,0,0
20,RL,85.0,6970,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,5,1961,1961,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,CBlock,932.0,0.0,108.0,1040.0,GasA,TA,Y,5,1120,0,0,1120,1.0,0.0,1,1,3,1,Fa,5,Typ,0,2.0,544.0,Y,168,0,0,0,0,5,2007,WD ,Normal,129000,0,0,0,0,1,0,0,1,0,0,False,True,False,False,False,False,46.0,2,3,3,3,3,1.0,0,0
20,RL,40.0,13673,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,5,1962,1962,Gable,CompShg,HdBoard,HdBoard,0.0,TA,Gd,CBlock,0.0,0.0,1140.0,1140.0,GasA,TA,Y,5,1696,0,0,1696,0.0,0.0,1,1,3,1,TA,8,Min2,1,1.0,349.0,Y,0,30,0,0,0,3,2007,WD ,Normal,143900,0,0,0,0,0,0,1,1,0,0,False,True,False,False,False,False,45.0,2,3,3,3,3,1.0,0,0
20,RL,84.0,7476,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1968,1968,Gable,CompShg,HdBoard,HdBoard,0.0,TA,TA,CBlock,812.0,0.0,228.0,1040.0,GasA,TA,Y,5,1040,0,0,1040,1.0,0.0,1,1,3,1,TA,5,Typ,0,2.0,686.0,Y,188,0,0,0,0,6,2007,WD ,Normal,145000,0,0,0,0,1,0,0,1,0,0,False,False,False,False,False,True,16.0,3,3,3,3,3,1.0,0,0
20,RL,72.0,9945,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1961,1961,Hip,CompShg,Wd Sdng,Wd Sdng,57.0,TA,TA,CBlock,827.0,0.0,161.0,988.0,GasA,TA,Y,5,988,0,0,988,1.0,0.0,1,0,3,1,TA,5,Typ,0,2.0,572.0,Y,0,0,0,0,0,10,2007,WD ,Normal,128500,0,0,0,0,1,0,0,1,0,2,False,False,False,False,False,True,44.0,1,3,3,3,3,1.0,0,0
20,RL,72.0,6173,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1967,1967,Gable,CompShg,HdBoard,Wd Sdng,75.0,TA,TA,CBlock,599.0,0.0,277.0,876.0,GasA,TA,Y,5,902,0,0,902,0.0,0.0,1,0,3,1,TA,6,Typ,0,1.0,288.0,Y,0,0,0,0,0,8,2007,WD ,Normal,125500,0,0,0,0,1,0,0,1,3,2,False,True,False,False,False,False,40.0,1,3,3,3,3,1.0,1,0
60,RL,80.0,19522,IR1,Bnk,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,2Story,7,5,1990,1990,Gable,CompShg,HdBoard,HdBoard,272.0,Gd,TA,PConc,727.0,0.0,496.0,1223.0,GasA,Gd,Y,5,1271,1232,0,2503,1.0,0.0,2,1,3,1,Gd,7,Typ,1,2.0,564.0,Y,0,99,0,0,182,2,2007,WD ,Normal,300000,0,0,0,0,0,0,1,1,0,2,False,True,False,False,False,False,17.0,2,3,3,4,3,1.0,1,0
60,RL,80.0,17542,IR1,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,2Story,7,7,1974,2003,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,Gd,TA,CBlock,125.0,1031.0,36.0,1192.0,GasA,TA,Y,5,1516,651,0,2167,1.0,0.0,2,1,3,1,Gd,9,Typ,2,2.0,518.0,Y,220,47,0,0,0,7,2007,WD ,Normal,294000,0,0,0,1,0,0,0,1,3,0,False,True,False,False,False,False,33.0,2,3,3,3,3,4.0,0,0
20,RL,44.0,10751,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,5,1974,1974,Gable,CompShg,Plywood,Plywood,44.0,TA,TA,CBlock,787.0,0.0,250.0,1037.0,GasA,TA,Y,5,1037,0,0,1037,1.0,0.0,1,0,2,1,TA,5,Typ,0,2.0,431.0,Y,136,47,0,0,0,8,2007,WD ,Normal,129000,0,0,0,0,1,0,0,1,0,2,False,True,False,False,False,False,33.0,2,3,3,2,3,4.0,0,0
85,RL,72.0,16647,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,SFoyer,5,5,1975,1981,Gable,CompShg,HdBoard,HdBoard,0.0,TA,TA,CBlock,1390.0,0.0,0.0,1390.0,GasA,TA,Y,5,1701,0,0,1701,1.0,0.0,2,0,3,1,TA,6,Min2,2,2.0,611.0,Y,0,0,0,0,0,1,2007,WD ,Normal,171000,0,0,0,0,0,0,1,1,0,0,False,False,True,False,False,False,32.0,3,3,3,4,3,4.0,0,0
20,RL,43.0,12712,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,6,7,1973,2006,Gable,CompShg,CemntBd,CmentBd,0.0,TA,TA,CBlock,968.0,0.0,76.0,1044.0,GasA,TA,Y,5,1055,0,0,1055,1.0,0.0,1,0,2,1,Gd,5,Typ,1,2.0,542.0,Y,455,0,0,0,0,1,2007,WD ,Abnorml,147000,0,0,0,0,0,0,1,1,0,0,False,True,False,False,False,False,34.0,2,3,3,4,3,2.0,0,0
60,RL,89.0,9572,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1990,1990,Gable,CompShg,Wd Sdng,Wd Sdng,336.0,Gd,TA,PConc,482.0,0.0,971.0,1453.0,GasA,Ex,Y,5,1453,1357,0,2810,0.0,0.0,2,1,4,1,Gd,9,Typ,1,2.0,750.0,Y,500,0,0,0,0,6,2007,WD ,Normal,302000,0,1,0,0,0,0,0,1,0,2,False,True,False,False,False,False,17.0,2,4,4,5,3,1.0,1,0
50,RL,85.0,10678,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1.5Fin,8,5,1992,2000,Hip,CompShg,HdBoard,HdBoard,337.0,Gd,TA,PConc,700.0,0.0,983.0,1683.0,GasA,Ex,Y,5,2129,743,0,2872,0.0,0.0,2,1,4,1,Gd,9,Typ,1,2.0,541.0,Y,0,33,0,0,0,4,2007,WD ,Normal,285000,0,0,0,0,0,0,1,1,0,2,False,True,False,False,False,False,15.0,3,3,3,4,3,1.0,1,0
120,FV,45.0,4379,IR1,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,0.0,Gd,TA,PConc,851.0,0.0,527.0,1378.0,GasA,Ex,Y,5,1378,0,0,1378,1.0,0.0,2,0,2,1,Gd,6,Typ,1,2.0,540.0,Y,160,56,0,0,0,7,2007,WD ,Normal,214000,0,0,0,1,0,0,0,1,0,0,False,True,False,False,False,False,3.0,3,3,3,4,3,3.0,1,0
120,FV,80.0,3523,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,30.0,Gd,TA,PConc,60.0,0.0,1081.0,1141.0,GasA,Ex,Y,5,1151,0,0,1151,1.0,0.0,2,0,2,1,Gd,5,Typ,0,2.0,484.0,Y,0,60,0,0,0,2,2007,New,Partial,166000,0,0,0,0,1,0,0,1,0,3,False,True,False,False,False,False,1.0,3,3,3,4,3,1.0,1,0
120,FV,32.0,3784,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,36.0,Gd,TA,PConc,60.0,0.0,1451.0,1511.0,GasA,Ex,Y,5,1565,0,0,1565,1.0,0.0,2,0,2,1,Gd,5,Typ,0,2.0,476.0,Y,0,120,0,0,0,2,2007,New,Partial,193800,0,0,0,0,1,0,0,1,0,3,False,True,False,False,False,False,1.0,3,3,3,4,3,1.0,1,0
120,FV,47.0,4230,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,0.0,0.0,1352.0,1352.0,GasA,Ex,Y,5,1352,0,0,1352,0.0,0.0,2,0,2,1,Gd,5,Typ,1,2.0,466.0,Y,0,241,0,0,0,4,2007,New,Partial,208900,0,0,0,1,0,0,0,1,0,0,False,True,False,False,False,False,1.0,2,3,3,5,4,1.0,0,0
120,FV,40.0,3606,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,937.0,0.0,415.0,1352.0,GasA,Ex,Y,5,1352,0,0,1352,1.0,0.0,2,0,2,1,Gd,5,Typ,1,2.0,466.0,Y,0,241,0,0,0,8,2007,New,Partial,194000,0,0,0,1,0,0,0,1,0,0,False,True,False,False,False,False,1.0,2,3,3,5,4,1.0,1,0
120,FV,30.0,5330,IR2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,0.0,0.0,1550.0,1550.0,GasA,Ex,Y,5,1550,0,0,1550,0.0,0.0,2,1,2,1,Gd,5,Typ,0,2.0,528.0,Y,0,102,0,0,0,7,2007,New,Partial,207500,0,0,0,0,1,0,0,1,0,0,False,True,False,False,False,False,0.0,3,3,3,4,3,1.0,0,0
120,FV,35.0,4274,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,1106.0,0.0,135.0,1241.0,GasA,Ex,Y,5,1241,0,0,1241,1.0,0.0,1,1,1,1,Gd,4,Typ,0,2.0,569.0,Y,0,116,0,0,0,11,2007,New,Partial,199900,0,0,0,0,1,0,0,1,0,0,False,True,False,False,False,False,0.0,3,3,3,4,3,1.0,1,0
160,FV,35.0,4251,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2006,2007,Gable,CompShg,MetalSd,MetalSd,0.0,Gd,TA,PConc,0.0,0.0,625.0,625.0,GasA,Ex,Y,5,625,625,0,1250,0.0,0.0,2,1,2,1,Gd,5,Typ,0,2.0,528.0,Y,0,54,0,0,0,6,2007,New,Partial,164700,0,0,0,0,1,0,0,1,0,0,False,False,False,False,False,True,1.0,2,3,3,4,3,1.0,0,0
160,FV,24.0,2280,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,342.0,TA,TA,PConc,565.0,0.0,179.0,744.0,GasA,Gd,Y,5,757,744,0,1501,1.0,0.0,2,1,3,1,TA,6,Typ,1,2.0,440.0,Y,0,0,0,0,0,9,2007,WD ,Normal,176500,0,0,0,0,0,0,1,1,0,2,False,False,False,False,False,True,8.0,1,3,3,4,3,1.0,1,0
160,FV,34.0,3230,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,1129.0,TA,TA,PConc,419.0,0.0,310.0,729.0,GasA,Gd,Y,5,729,729,0,1458,0.0,0.0,2,1,2,1,TA,5,Typ,1,2.0,440.0,Y,0,32,0,0,0,6,2007,WD ,Normal,176000,0,0,1,0,0,0,0,1,0,2,False,False,False,False,False,True,8.0,1,3,3,4,3,1.0,1,0
160,FV,72.5,2117,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,513.0,Gd,TA,PConc,420.0,0.0,336.0,756.0,GasA,Ex,Y,5,756,756,0,1512,0.0,0.0,2,1,2,1,Gd,4,Typ,1,2.0,440.0,Y,0,32,0,0,0,6,2007,WD ,Normal,168500,0,0,0,0,0,0,1,1,0,2,False,False,False,False,False,True,7.0,1,3,3,4,3,1.0,1,0
160,FV,24.0,2117,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,216.0,Gd,TA,PConc,417.0,0.0,339.0,756.0,GasA,Ex,Y,5,769,804,0,1573,0.0,0.0,2,1,3,1,Gd,4,Typ,0,2.0,440.0,Y,0,32,0,0,0,9,2007,WD ,Normal,177000,0,0,0,0,1,0,0,1,0,2,False,False,False,False,False,True,7.0,1,3,3,4,3,1.0,1,0
160,FV,72.5,2117,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,456.0,Gd,TA,PConc,436.0,0.0,320.0,756.0,GasA,Ex,Y,5,769,756,0,1525,0.0,0.0,2,1,3,1,Gd,5,Typ,1,2.0,440.0,Y,0,0,0,0,0,6,2007,WD ,Normal,177000,0,0,0,0,0,0,1,1,0,2,False,False,False,False,False,True,7.0,1,3,3,4,3,1.0,1,0
160,FV,72.5,5105,IR2,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,0.0,Gd,TA,PConc,239.0,0.0,312.0,551.0,GasA,Ex,Y,5,551,551,0,1102,0.0,0.0,2,1,2,1,Gd,4,Typ,0,2.0,480.0,Y,0,60,0,0,0,3,2007,WD ,Normal,148800,0,0,0,0,1,0,0,1,0,0,False,False,False,False,False,True,3.0,1,3,3,4,3,1.0,1,0
160,FV,24.0,2645,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,456.0,Gd,TA,PConc,0.0,0.0,776.0,776.0,GasA,Ex,Y,5,764,677,0,1441,0.0,0.0,2,1,2,1,Gd,5,Typ,0,2.0,492.0,Y,206,0,0,0,0,11,2007,WD ,Normal,174000,0,0,0,0,1,0,0,1,0,2,False,False,False,False,False,True,8.0,1,3,3,4,3,1.0,0,0
60,FV,66.0,7399,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,1997,1998,Hip,CompShg,VinylSd,VinylSd,1600.0,Gd,TA,PConc,649.0,0.0,326.0,975.0,GasA,Ex,Y,5,975,975,0,1950,0.0,0.0,2,1,3,1,Gd,7,Typ,1,2.0,576.0,Y,0,10,0,0,198,6,2007,WD ,Normal,239000,0,0,0,0,0,0,1,1,0,2,False,False,False,False,False,True,10.0,2,3,3,4,3,1.0,0,0
20,FV,73.0,7321,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,1999,2000,Gable,CompShg,CemntBd,CmentBd,0.0,Gd,TA,PConc,0.0,0.0,1339.0,1339.0,GasA,Ex,Y,5,1358,0,0,1358,0.0,0.0,2,0,3,1,Gd,5,Typ,0,2.0,625.0,Y,176,174,0,0,0,12,2007,COD,Normal,204000,0,0,0,0,1,0,0,1,0,0,False,False,False,False,False,True,8.0,1,3,3,4,3,1.0,0,0
60,FV,72.5,8010,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2003,2004,Hip,CompShg,CemntBd,CmentBd,0.0,Gd,TA,PConc,964.0,0.0,90.0,1054.0,GasA,Ex,Y,5,1072,976,0,2048,1.0,0.0,2,1,3,1,Gd,8,Typ,2,2.0,552.0,Y,0,48,0,0,180,8,2007,WD ,Normal,301000,0,0,0,1,0,0,0,1,0,0,False,False,False,False,False,True,4.0,1,3,3,5,3,1.0,1,0
60,FV,106.0,8413,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,Gd,PConc,901.0,0.0,319.0,1220.0,GasA,Ex,Y,5,1220,1142,0,2362,1.0,0.0,2,1,3,1,Gd,8,Typ,2,2.0,1105.0,Y,147,0,36,0,144,6,2007,WD ,Normal,312500,0,0,0,0,0,0,1,1,0,0,False,True,False,False,False,False,9.0,2,3,4,5,3,2.0,1,0
120,RL,50.0,9466,IR2,Lvl,AllPub,FR2,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1994,1995,Gable,CompShg,BrkFace,BrkFace,0.0,Gd,TA,PConc,457.0,1037.0,0.0,1494.0,GasA,Ex,Y,5,1494,0,0,1494,1.0,0.0,1,1,1,1,Gd,5,Typ,1,2.0,478.0,Y,0,30,0,0,217,5,2007,WD ,Normal,279700,0,0,0,1,0,0,0,1,0,0,False,True,False,False,False,False,13.0,3,3,3,4,3,4.0,0,0
20,RL,80.0,12000,Reg,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,7,6,1980,1980,Hip,CompShg,VinylSd,MetalSd,600.0,Gd,TA,CBlock,1732.0,0.0,270.0,2002.0,GasA,Ex,Y,5,2362,0,0,2362,1.0,0.0,2,1,3,1,Gd,8,Typ,1,2.0,546.0,Y,180,16,0,0,0,3,2007,WD ,Normal,255000,0,0,0,0,0,0,1,1,0,2,False,True,False,False,False,False,27.0,2,3,4,4,3,1.0,1,0
80,RL,80.0,16157,IR1,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,SLvl,5,7,1978,1978,Gable,CompShg,Plywood,Plywood,0.0,TA,TA,PConc,680.0,391.0,289.0,1360.0,GasA,Ex,Y,5,1432,0,0,1432,1.0,0.0,1,1,2,1,Gd,5,Typ,1,2.0,588.0,Y,168,180,0,0,0,6,2007,WD ,Normal,194000,0,0,0,0,0,0,1,1,0,0,False,True,False,False,False,False,29.0,1,3,3,4,3,4.0,0,0
20,RL,90.0,10768,IR1,Lvl,AllPub,Corner,Gtl,Veenker,Norm,Norm,1Fam,1Story,5,8,1976,2004,Gable,CompShg,Plywood,Plywood,0.0,Gd,Gd,CBlock,1157.0,0.0,280.0,1437.0,GasA,TA,Y,5,1437,0,0,1437,1.0,0.0,2,0,3,1,Gd,6,Typ,1,2.0,528.0,Y,0,21,0,0,180,7,2007,WD ,Normal,218000,0,0,1,0,0,0,0,1,0,0,False,True,False,False,False,False,31.0,2,3,3,4,3,4.0,0,0
120,RL,40.0,3840,IR1,Lvl,AllPub,Inside,Gtl,Greens,Norm,Norm,TwnhsE,1Story,8,6,1978,1998,Gable,CompShg,Wd Sdng,Plywood,0.0,Gd,TA,CBlock,881.0,176.0,0.0,1057.0,GasA,TA,Y,5,1295,0,0,1295,1.0,0.0,1,0,1,1,Gd,4,Typ,2,2.0,571.0,Y,133,89,0,0,0,7,2007,WD ,Normal,213750,0,0,0,0,0,0,1,1,0,0,False,True,False,False,False,False,29.0,3,3,3,4,3,4.0,1,0
80,RL,80.0,9600,Reg,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,SLvl,6,7,1976,1994,Hip,CompShg,Plywood,Plywood,360.0,Gd,Gd,CBlock,0.0,0.0,528.0,528.0,GasA,Ex,Y,5,1094,761,0,1855,0.0,0.0,2,1,3,1,TA,7,Typ,1,2.0,512.0,Y,113,100,0,0,0,8,2007,WD ,Normal,187000,0,0,0,0,0,0,1,1,0,2,False,True,False,False,False,False,31.0,2,3,3,3,3,1.0,0,0
20,RL,80.0,9600,Reg,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,1Story,6,8,1976,1976,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,CBlock,978.0,0.0,284.0,1262.0,GasA,Ex,Y,5,1262,0,0,1262,0.0,1.0,2,0,3,1,TA,6,Typ,1,2.0,460.0,Y,298,0,0,0,0,5,2007,WD ,Normal,181500,0,0,0,0,0,0,1,1,0,0,False,True,False,False,False,False,31.0,2,3,3,4,3,4.0,0,0
20,RL,94.0,17778,IR1,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,8,5,1981,1981,Hip,CompShg,BrkFace,BrkFace,0.0,Gd,TA,CBlock,1632.0,829.0,0.0,2461.0,GasA,Gd,Y,5,2497,0,0,2497,1.0,0.0,2,0,2,1,Gd,7,Typ,2,2.0,676.0,Y,266,0,0,0,0,3,2007,WD ,Normal,373000,0,0,0,1,0,0,0,1,0,0,False,True,False,False,False,False,26.0,2,3,3,4,3,4.0,0,0
90,RL,72.0,18890,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,RRAe,Duplex,1.5Fin,5,5,1977,1977,Shed,CompShg,Plywood,Plywood,1.0,TA,TA,CBlock,498.0,211.0,652.0,1361.0,GasA,Ex,Y,5,1361,1259,0,2620,0.0,0.0,2,2,4,2,TA,12,Typ,1,2.0,600.0,N,155,24,145,0,0,8,2007,WD ,Normal,190000,0,0,0,0,0,0,1,1,0,0,False,False,False,True,False,False,30.0,2,3,3,4,3,1.0,1,0
